c_minus,,c_plus,
X,Y,X,Y
0.04870925012564631,3.9979500257283114,0.05630127009276542,-0.007842851149979957
0.1322214697639552,3.997555948711402,0.13981348973107433,-0.007842851149979957
0.21573368940226434,3.997555948711402,0.22332570936938323,-0.007842851149979957
0.29924590904057324,3.997555948711402,0.30683792900769213,-0.007842851149979957
0.38275812867888215,3.997555948711402,0.39035014864600104,-0.007842851149979957
0.46627034831719105,3.997555948711402,0.47386236828430994,-0.007842851149979957
0.5497825679555,3.997555948711402,0.5573745879226191,-0.007842851149979957
0.6332947875938089,3.997555948711402,0.640886807560928,-0.007842851149979957
0.7168070072321178,3.997555948711402,0.7243990271992369,-0.007842851149979957
0.8003192268704267,3.997555948711402,0.8079112468375458,-0.007842851149979957
0.8838314465087358,3.997555948711402,0.8914234664758547,-0.007842851149979957
0.9673436661470447,3.997555948711402,0.9749356861141636,-0.005478389048526822
1.0508558857853534,3.9959796406437667,1.0584479057524727,-0.007842851149979957
1.1343681054236625,3.9573600929867014,1.1419601253907814,-0.007842851149979957
1.1913082551770549,3.8425851618120035,1.2254723450290905,0.002009074272740996
1.2178803250619712,3.707121187249592,1.3127805746509589,0.13087225880192932
1.2330643649962094,3.6009174311926615,1.3431486545194349,0.2825919103118304
1.2482484049304472,3.4849602689672374,1.3621287044372323,0.4270868165117365
1.2634324448646854,3.3375754646433338,1.3849047643385894,0.5918110095796285
1.2710244648318043,3.2201733533559107,1.416791248200489,0.7715626728923106
1.2846901007726186,3.0892196840798816,1.4261185870172355,1.1408916531392697
1.2938005247331614,2.9641283795696776,1.4239494384552014,0.8938053635374308
1.3044293526871278,2.83841781117576,1.4228648641741843,1.0322314836769406
1.3120213726542467,2.696234823475053,1.4532329440426603,1.3402946236951392
1.3203725946180778,2.585479477872825,1.4684169839768981,1.4963491223910372
1.32653778334313,2.4751576169891973,1.4836010239111364,1.6495137229629373
1.33238885623504,2.316718952341001,1.5025810738289338,1.8073744079863339
1.3443135451006456,2.165649527909,1.5215611237467312,1.960177771292734
1.349470901161058,2.060230360953547,1.5405411736645287,2.109729999209636
1.3545366844701134,1.9385035353627482,1.567113243549445,2.2679519214985326
1.3621287044372323,1.8142379160308297,1.5936853134343614,2.413169302229438
1.3697207244043512,1.6914172457609098,1.6316454132699567,2.5638052419428394
1.37731274437147,1.5700415245529888,1.6847895530397894,2.7043265382222477
1.3849047643385894,1.4530006505310653,1.7834858126123363,2.7973451340884368
1.3967506580460523,1.3395721491641397,1.8973661121191214,2.7390053157102248
1.4046046186740275,1.243642730771335,1.98087833175743,2.6147396963783063
1.4486560811405553,0.7329343679682028,2.045410501477942,2.484694280798391
1.4133748392152854,1.146310212121766,2.106146661214894,2.3459791708464817
1.4193829700237668,1.0479525294714906,2.166882820951846,2.2011952748341765
1.4326541738312453,0.8938053635374308,2.2200269607216785,2.065081073193866
1.4684169839768981,0.5838637897386336,2.2731711004915116,1.9272329326791553
1.4873970338946956,0.4830785926641994,2.3339072602284636,1.784182975541249
1.5177651137631716,0.36603771864227586,2.3946434199654156,1.646334835026539
1.5557252135987665,0.26236262344384365,2.455379579702367,1.5171563888838233
1.6202573833192782,0.16476288225608915,2.5275037693899978,1.3887004172721071
1.7037696029575868,0.11353287005794055,2.611015989028307,1.2637123234091892
1.787281822595896,0.10092240551685805,2.705916238617294,1.154515458580975
1.8707940422342046,0.10643948375358114,2.81220451815696,1.0647221954424624
1.9543062618725138,0.1300841047681116,2.9488608775651017,1.0002061581028157
2.037818481510823,0.1683095754082693,3.0323730972034113,0.9927186947815483
2.1213307011491316,0.22348035777550468,3.085517236973244,0.9544932241413915
2.2048429207874407,0.2952023748529129,3.1956015264964694,0.9393212589904012
2.2883551404257494,0.3842637806743099,3.3322578859046112,0.9371538353974027
2.368071350080499,0.47635957952590413,3.465118235329194,0.9414886825833997
2.443991549751689,0.5665244009946449,3.6017745947373356,0.9520849757047265
2.519911749422879,0.6592901307749841,3.734634944161918,0.9631629185133859
2.5996279590776283,0.7468146362304364,3.87129130357006,0.9718326128853798
2.683140178715937,0.8287826557474736,3.988967613060404,0.9921932587590039
2.766652398354246,0.8945935175712485,4.072479832698713,0.9998120810859072
2.850164617992555,0.9497642999384852,4.155992052337022,0.993506848815366
2.933676837630864,0.9923246177646394,4.23950427197533,0.9954772338999103
3.0171890572691726,1.011634391593172,4.3230164916136395,0.9966594649506364
3.1007012769074818,1.0325204734893405,4.406528711251949,0.9939009258322749
3.184213496545791,1.0486776311826027,4.490040930890258,0.993506848815366
3.2677257161841,1.0530124783685997,4.573553150528567,0.993506848815366
3.3512379358224083,1.0518302473178731,4.657065370166875,0.9927186947815483
3.4347501554607174,1.0498598622333288,4.740577589805184,0.9903542326800951
3.5182623750990265,1.0435546299627876,4.824089809443493,0.9927186947815483
3.6017745947373356,1.038431628742973,4.9076020290818025,0.9911423867139129
3.6852868143756448,1.0272004337610712,4.979726218769433,0.993506848815366
3.768799034013953,1.0153124437509882,,
3.852311253652262,1.0112403145762636,,
3.9358234732905713,1.0136047766777163,,
4.01933569292888,1.0065113903733574,,
4.102847912567189,1.0065113903733574,,
4.186360132205498,1.0033587742380865,,
4.269872351843807,1.001782466170451,,
4.353384571482116,0.9966594649506364,,
4.436896791120425,0.993506848815366,,
4.520409010758733,0.993506848815366,,
4.6039212303970425,0.9927186947815483,,
4.687433450035352,0.9927186947815483,,
4.770945669673661,0.9911423867139129,,
4.854457889311969,0.9911423867139129,,
4.937970108950278,0.9927186947815483,,
4.99870626868723,0.993506848815366,,
